route_id,direction_id,route_path_id,path_sequence,stop_lat,stop_lon,stop_id,stop_name,agency,route_short_name,route_long_name,route_type,route_color,route_text_color,peak_15min_weekday,day_15min_weekday,night_60min_weekday,allday_60min_weekend,census_tract_geoid,census_tract_name,county_fips,tract_code
36924,0,36924_0,1,45.628901,-122.686544,VAN,Vancouver,Amtrak,,,,,,NO,NO,NO,YES,53011042400,424,011,042400
36924,0,36924_0,2,46.142264,-122.913016,KEL,Kelso-Longview,Amtrak,,,,,,NO,NO,NO,YES,53015001100,11,015,001100
36924,0,36924_0,3,46.71747,-122.953062,CTL,Centralia Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53041970400,9704,041,970400
36924,0,36924_0,4,46.991273,-122.794059,OLW,Olympia-Lacey Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53067011624,116.24,067,011624
36924,0,36924_0,5,47.239803,-122.428099,TAC,Tacoma,Amtrak,,,,,,NO,NO,NO,YES,53053060200,602,053,060200
36924,0,36924_0,6,47.598445,-122.330161,SEA,Seattle,Amtrak,,,,,,NO,NO,NO,YES,53033009300,93,033,009300
36924,1,36924_1,1,47.598445,-122.330161,SEA,Seattle,Amtrak,,,,,,NO,NO,NO,YES,53033009300,93,033,009300
36924,1,36924_1,2,47.239803,-122.428099,TAC,Tacoma,Amtrak,,,,,,NO,NO,NO,YES,53053060200,602,053,060200
36924,1,36924_1,3,46.991273,-122.794059,OLW,Olympia-Lacey Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53067011624,116.24,067,011624
36924,1,36924_1,4,46.71747,-122.953062,CTL,Centralia Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53041970400,9704,041,970400
36924,1,36924_1,5,46.142264,-122.913016,KEL,Kelso-Longview,Amtrak,,,,,,NO,NO,NO,YES,53015001100,11,015,001100
36924,1,36924_1,6,45.628901,-122.686544,VAN,Vancouver,Amtrak,,,,,,NO,NO,NO,YES,53011042400,424,011,042400
42954,0,42954_0,1,47.598445,-122.330161,SEA,Seattle,Amtrak,,,,,,NO,NO,NO,YES,53033009300,93,033,009300
42954,0,42954_0,2,47.975401,-122.197858,EVR,Everett Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53061040700,407,061,040700
42954,0,42954_0,3,48.41847,-122.334738,MVW,Mount Vernon Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53057952500,9525,057,952500
42954,0,42954_0,4,48.720263,-122.511255,BEL,Bellingham Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53073001101,11.01,073,001101
42954,1,42954_1,1,48.720263,-122.511255,BEL,Bellingham Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53073001101,11.01,073,001101
42954,1,42954_1,2,48.41847,-122.334738,MVW,Mount Vernon Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53057952500,9525,057,952500
42954,1,42954_1,3,47.975401,-122.197858,EVR,Everett Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53061040700,407,061,040700
42954,1,42954_1,4,47.598445,-122.330161,SEA,Seattle,Amtrak,,,,,,NO,NO,NO,YES,53033009300,93,033,009300
60,0,60_0,1,45.628901,-122.686544,VAN,Vancouver,Amtrak,,,,,,NO,NO,NO,YES,53011042400,424,011,042400
60,0,60_0,2,46.142264,-122.913016,KEL,Kelso-Longview,Amtrak,,,,,,NO,NO,NO,YES,53015001100,11,015,001100
60,0,60_0,3,46.71747,-122.953062,CTL,Centralia Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53041970400,9704,041,970400
60,0,60_0,4,46.991273,-122.794059,OLW,Olympia-Lacey Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53067011624,116.24,067,011624
60,0,60_0,5,47.239803,-122.428099,TAC,Tacoma,Amtrak,,,,,,NO,NO,NO,YES,53053060200,602,053,060200
60,0,60_0,6,47.461081,-122.240254,TUK,Tukwila Amtrak,Amtrak,,,,,,NO,NO,NO,NO,53033026200,262,033,026200
60,0,60_0,7,47.598445,-122.330161,SEA,Seattle,Amtrak,,,,,,NO,NO,NO,YES,53033009300,93,033,009300
60,0,60_0,8,47.811081,-122.384141,EDM,Edmonds,Amtrak,,,,,,NO,NO,NO,NO,53061050501,505.01,061,050501
60,0,60_0,9,47.975401,-122.197858,EVR,Everett Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53061040700,407,061,040700
60,0,60_0,10,48.242638,-122.349935,STW,Stanwood Amtrak,Amtrak,,,,,,NO,YES,NO,NO,53061053301,533.01,061,053301
60,0,60_0,11,48.41847,-122.334738,MVW,Mount Vernon Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53057952500,9525,057,952500
60,0,60_0,12,48.720263,-122.511255,BEL,Bellingham Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53073001101,11.01,073,001101
60,1,60_1,1,47.598445,-122.330161,SEA,Seattle,Amtrak,,,,,,NO,NO,NO,YES,53033009300,93,033,009300
60,1,60_1,2,47.461081,-122.240254,TUK,Tukwila Amtrak,Amtrak,,,,,,NO,NO,NO,NO,53033026200,262,033,026200
60,1,60_1,3,47.239803,-122.428099,TAC,Tacoma,Amtrak,,,,,,NO,NO,NO,YES,53053060200,602,053,060200
60,1,60_1,4,46.991273,-122.794059,OLW,Olympia-Lacey Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53067011624,116.24,067,011624
60,1,60_1,5,46.71747,-122.953062,CTL,Centralia Amtrak Station,Amtrak,,,,,,NO,NO,NO,YES,53041970400,9704,041,970400
60,1,60_1,6,46.142264,-122.913016,KEL,Kelso-Longview,Amtrak,,,,,,NO,NO,NO,YES,53015001100,11,015,001100
60,1,60_1,7,45.628901,-122.686544,VAN,Vancouver,Amtrak,,,,,,NO,NO,NO,YES,53011042400,424,011,042400
75,0,75_0,1,47.65672,-117.415455,SPK,Spokane,Amtrak,,,,,,NO,NO,NO,NO,53063003500,35,063,003500
75,0,75_0,2,46.237012,-119.087729,PSC,Pasco Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53021020202,202.02,021,020202
75,0,75_0,3,45.657669,-120.966142,WIH,Wishram Amtrak,Amtrak,,,,,,NO,NO,NO,NO,53039950200,9502,039,950200
75,0,75_0,4,45.71502,-121.46873,BNG,Bingen-White Salmon Amtrak,Amtrak,,,,,,NO,NO,NO,NO,53039950302,9503.02,039,950302
75,0,75_0,5,45.628901,-122.686544,VAN,Vancouver,Amtrak,,,,,,NO,NO,NO,YES,53011042400,424,011,042400
75,1,75_1,1,45.628901,-122.686544,VAN,Vancouver,Amtrak,,,,,,NO,NO,NO,YES,53011042400,424,011,042400
75,1,75_1,2,45.71502,-121.46873,BNG,Bingen-White Salmon Amtrak,Amtrak,,,,,,NO,NO,NO,NO,53039950302,9503.02,039,950302
75,1,75_1,3,45.657669,-120.966142,WIH,Wishram Amtrak,Amtrak,,,,,,NO,NO,NO,NO,53039950200,9502,039,950200
75,1,75_1,4,46.237012,-119.087729,PSC,Pasco Amtrak Station,Amtrak,,,,,,NO,NO,NO,NO,53021020202,202.02,021,020202
75,1,75_1,5,47.65672,-117.415455,SPK,Spokane,Amtrak,,,,,,NO,NO,NO,NO,53063003500,35,063,003500
32514,0,32514_0,1,46.419092910564075,-117.04413465427888,3450298,DSHS Red Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32514,0,32514_0,2,46.42100123800884,-117.04409915955824,3450300,Albertsons,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32514,0,32514_0,3,46.421800680717666,-117.04795939786766,3451427,Walmart Red Line Shelter,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32514,0,32514_0,4,46.42178289099124,-117.0531756800681,3450327,Asotin Co Housing Authority,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32514,0,32514_0,5,46.42122939463133,-117.06394300872401,3450330,Fair Street Apartments,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32514,0,32514_0,6,46.419979562752644,-117.06772717063949,3450332,Walla Walla CC,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32514,0,32514_0,7,46.41859107584412,-117.0691685127266,3450046,PTBA Office,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960200,9602,003,960200
32514,0,32514_0,8,46.41458890530009,-117.06916169635066,3450337,15th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960400,9604,003,960400
32514,0,32514_0,9,46.41095790078658,-117.06921051379534,3450338,15th Street And Chestnut Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960400,9604,003,960400
32514,0,32514_0,10,46.401279,-117.07208,3450036,Aquatic Center,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960200,9602,003,960200
32514,0,32514_0,11,46.40141517167608,-117.08018399491965,3451428,Appleside and Valley View Blvd,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960200,9602,003,960200
32514,0,32514_0,12,46.3885116648067,-117.0828290280758,3451429,Heights Grocery,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960200,9602,003,960200
32514,0,32514_0,13,46.38523891161284,-117.08064906985871,3451430,Sonary Crest,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960200,9602,003,960200
32514,0,32514_0,14,46.38526404592104,-117.07077106914639,3451431,6th Ave and 17th Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960200,9602,003,960200
32514,0,32514_0,15,46.388908676012335,-117.06647032359845,3451432,Rankin Hill and Peaslee,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960200,9602,003,960200
32514,0,32514_0,16,46.38666554280214,-117.05851009541723,3451433,13th and Peaslee,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960200,9602,003,960200
32514,0,32514_0,17,46.39276950242479,-117.05986849587167,3451434,13th Street and 20th Ave,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960600,9606,003,960600
32514,0,32514_0,18,46.403570278400394,-117.05812417884714,3450339,Highland Grocery,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32514,0,32514_0,19,46.403561006765266,-117.05469681074844,3450044,Tri - State Memorial Hospital,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960500,9605,003,960500
32514,0,32514_0,20,46.40989422014227,-117.0455503463745,3450040,Clarkston High School,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32514,0,32514_0,21,46.41255,-117.04398,3450039,Asotin County Library,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960500,9605,003,960500
32514,0,32514_0,22,46.419092910564075,-117.04413465427888,3450298,DSHS Red Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32515,0,32515_0,1,46.419092910564075,-117.04413465427888,3450298,DSHS Red Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32515,0,32515_0,2,46.42100123800884,-117.04409915955824,3450300,Albertsons,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32515,0,32515_0,3,46.421800680717666,-117.04795939786766,3451427,Walmart Red Line Shelter,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32515,0,32515_0,4,46.42178925727373,-117.05836543686343,3450328,13th Street and Fair Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32515,0,32515_0,5,46.41457513258006,-117.05818941163513,3450361,13th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32515,0,32515_0,6,46.411244051147605,-117.05848000616646,3451417,13th and Chestnut,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32515,0,32515_0,7,46.403427790295865,-117.05845316939055,3451422,13th and Highland,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32515,0,32515_0,8,46.40371,-117.06486,3450043,Valley Boys and Girls Club,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960600,9606,003,960600
32515,0,32515_0,9,46.40722715866433,-117.06549187614972,3451424,Libby and Washington,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960600,9606,003,960600
32515,0,32515_0,10,46.407199108426795,-117.06278881429154,3451425,Libby and Francis St.,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960600,9606,003,960600
32515,0,32515_0,11,46.40719,-117.05874,3450038,13th & Libby,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960600,9606,003,960600
32515,0,32515_0,12,46.411244051147605,-117.05848000616646,3451417,13th and Chestnut,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32515,0,32515_0,13,46.41095790078658,-117.06921051379534,3450338,15th Street And Chestnut Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960400,9604,003,960400
32515,0,32515_0,14,46.41426,-117.06566,3450042,Alano Club,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960400,9604,003,960400
32515,0,32515_0,15,46.41457513258006,-117.05818941163513,3450361,13th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32515,0,32515_0,16,46.41454409003839,-117.04570255441561,3450355,Wasem's Drug,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32515,0,32515_0,17,46.419092910564075,-117.04413465427888,3450298,DSHS Red Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32516,0,32516_0,1,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32516,0,32516_0,2,46.41255,-117.04398,3450039,Asotin County Library,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960500,9605,003,960500
32516,0,32516_0,3,46.40989422014227,-117.0455503463745,3450040,Clarkston High School,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32516,0,32516_0,4,46.36837387251726,-117.06324507309485,3450363,Hwy. 129 and Critchfield Rd.,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960200,9602,003,960200
32516,0,32516_0,5,46.34111,-117.05439,3450041,Asotin Court House,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960100,9601,003,960100
32516,0,32516_0,6,46.34094762053456,-117.05142755978349,3450364,Asotin Grade School,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960100,9601,003,960100
32516,0,32516_0,7,46.340307469000685,-117.04566623074672,3450365,1st St. and Adams,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960100,9601,003,960100
32516,0,32516_0,8,46.33640049552297,-117.03732056577532,3450366,4th St Trailer Park,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960100,9601,003,960100
32516,0,32516_0,9,46.33793258431913,-117.03832101394983,3450367,3rd and Harding,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960100,9601,003,960100
32516,0,32516_0,10,46.33863901768501,-117.0472203154049,3450368,3rd and Lincoln,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960100,9601,003,960100
32516,0,32516_0,11,46.33998306909448,-117.05183182205093,3450369,2nd and Monroe,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960100,9601,003,960100
32516,0,32516_0,12,46.340191430673,-117.054809331894,3450050,Asotin County Health Dept,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960100,9601,003,960100
32516,0,32516_0,13,46.41255,-117.04398,3450039,Asotin County Library,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960500,9605,003,960500
32516,0,32516_0,14,46.41437006744833,-117.0441599352002,3450371,5th and Elm,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32516,0,32516_0,15,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32517,0,32517_0,1,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32517,0,32517_0,2,46.42100123800884,-117.04409915955824,3450300,Albertsons,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32517,0,32517_0,3,46.42181,-117.04788,3450047,Walmart Green Line Shelter,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32517,0,32517_0,4,46.42178289099124,-117.0531756800681,3450327,Asotin Co Housing Authority,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32517,0,32517_0,5,46.414553084565824,-117.05353685648183,3450362,12th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32517,0,32517_0,6,46.4106564335761,-117.05332080130857,3450340,12th Street and Chestnut Shelter,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,7,46.403561006765266,-117.05469681074844,3450044,Tri - State Memorial Hospital,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960500,9605,003,960500
32517,0,32517_0,8,46.403570278400394,-117.05812417884714,3450339,Highland Grocery,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,9,46.40719,-117.05874,3450038,13th & Libby,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960600,9606,003,960600
32517,0,32517_0,10,46.40720500117672,-117.0535575093486,3451412,12th and Libby,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,11,46.407244785821774,-117.04966026462216,3451413,9th and Libby,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,12,46.4126000718459,-117.04710051321422,3451414,Quality Behavioral Health,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,13,46.410928238581135,-117.04700910170965,3451415,7th and Chestnut,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,14,46.41092764240963,-117.05479269116768,3451416,Austin Manor,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,15,46.411244051147605,-117.05848000616646,3451417,13th and Chestnut,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32517,0,32517_0,16,46.414867203705654,-117.0583939685241,3451418,Lincoln Estate,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32517,0,32517_0,17,46.416224759988694,-117.05827961957672,3451419,13th and Maple St.,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32517,0,32517_0,18,46.41627294650863,-117.04971287768883,3451420,9th and Maple,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32517,0,32517_0,19,46.416241862720604,-117.04597349977502,3451421,6th and Maple,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32517,0,32517_0,20,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32518,0,32518_0,1,46.41728,-117.01268,3450049,Lewiston Community Center,Asotin County PTBA,,,,,,NO,YES,NO,YES,,,,
32518,0,32518_0,2,46.421554,-117.02796,3450344,Lewiston City Library,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32518,0,32518_0,3,46.422066872219915,-117.03076396636757,3450345,Lewiston Transit,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32518,0,32518_0,4,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32518,0,32518_0,5,46.42100123800884,-117.04409915955824,3450300,Albertsons,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32518,0,32518_0,6,46.421800675925,-117.048007138919,3450301,Walmart Blue Line Shelter,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32518,0,32518_0,7,46.42178289099124,-117.0531756800681,3450327,Asotin Co Housing Authority,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32518,0,32518_0,8,46.42178925727373,-117.05836543686343,3450328,13th Street and Fair Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32518,0,32518_0,9,46.42122939463133,-117.06394300872401,3450330,Fair Street Apartments,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32518,0,32518_0,10,46.419979562752644,-117.06772717063949,3450332,Walla Walla CC,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32518,0,32518_0,11,46.41859107584412,-117.0691685127266,3450046,PTBA Office,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960200,9602,003,960200
32518,0,32518_0,12,46.41458890530009,-117.06916169635066,3450337,15th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960400,9604,003,960400
32518,0,32518_0,13,46.41095790078658,-117.06921051379534,3450338,15th Street And Chestnut Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960400,9604,003,960400
32518,0,32518_0,14,46.401279,-117.07208,3450036,Aquatic Center,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960200,9602,003,960200
32518,0,32518_0,15,46.40371,-117.06486,3450043,Valley Boys and Girls Club,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960600,9606,003,960600
32518,0,32518_0,16,46.403570278400394,-117.05812417884714,3450339,Highland Grocery,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32518,0,32518_0,17,46.403561006765266,-117.05469681074844,3450044,Tri - State Memorial Hospital,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960500,9605,003,960500
32518,0,32518_0,18,46.4106564335761,-117.05332080130857,3450340,12th Street and Chestnut Shelter,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960500,9605,003,960500
32518,0,32518_0,19,46.41778675295845,-117.0415163040161,3450035,Clarkston Center,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32518,0,32518_0,20,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32518,1,32518_1,1,46.41728,-117.01268,3450049,Lewiston Community Center,Asotin County PTBA,,,,,,NO,YES,NO,YES,,,,
32518,1,32518_1,2,46.421554,-117.02796,3450344,Lewiston City Library,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32518,1,32518_1,3,46.422066872219915,-117.03076396636757,3450345,Lewiston Transit,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32518,1,32518_1,4,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32521,0,32521_0,1,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32521,0,32521_0,2,46.42100123800884,-117.04409915955824,3450300,Albertsons,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,3,46.421800675925,-117.048007138919,3450301,Walmart Blue Line Shelter,Asotin County PTBA,,,,,,NO,NO,NO,YES,53003960300,9603,003,960300
32521,0,32521_0,4,46.42178289099124,-117.0531756800681,3450327,Asotin Co Housing Authority,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,5,46.42178925727373,-117.05836543686343,3450328,13th Street and Fair Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,6,46.41457513258006,-117.05818941163513,3450361,13th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,7,46.414553084565824,-117.05353685648183,3450362,12th Street and Elm Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,8,46.41454409003839,-117.04570255441561,3450355,Wasem's Drug,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,9,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32521,0,32521_0,10,46.42100123800884,-117.04409915955824,3450300,Albertsons,Asotin County PTBA,,,,,,NO,NO,NO,NO,53003960300,9603,003,960300
32521,0,32521_0,11,46.42162,-117.029405,3450360,YWCA,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32521,0,32521_0,12,46.42154798008636,-117.02698848896341,3450359,5th Street and Main Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32521,0,32521_0,13,46.42026253548693,-117.02344372825682,3450358,New 6th Street and Main Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32521,0,32521_0,14,46.41954677303832,-117.021067676076,3450357,9th Street and Main Street,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32521,0,32521_0,15,46.41807244309895,-117.0158862634394,3450356,Nez Perce County Courthouse,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32521,0,32521_0,16,46.41728,-117.01268,3450049,Lewiston Community Center,Asotin County PTBA,,,,,,NO,YES,NO,YES,,,,
32521,1,32521_1,1,46.41896983406835,-117.04413541329339,3450048,DSHS Blue Line Shelter,Asotin County PTBA,,,,,,YES,YES,NO,YES,53003960300,9603,003,960300
32521,1,32521_1,2,46.41728,-117.01268,3450049,Lewiston Community Center,Asotin County PTBA,,,,,,NO,YES,NO,YES,,,,
32620,0,32620_0,1,46.41728,-117.01268,3450049,Lewiston Community Center,Asotin County PTBA,,,,,,NO,YES,NO,YES,,,,
32620,0,32620_0,2,46.41436202250128,-117.00351910084441,3453995,Dr. Klemp,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32620,0,32620_0,3,46.41263243380653,-117.00105494700877,3453999,Clark Communications,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32620,0,32620_0,4,46.40944152002692,-117.0035112561051,3453992,Albertsons Lewiston,Asotin County PTBA,,,,,,NO,NO,NO,YES,,,,
32620,0,32620_0,5,46.404363400726474,-117.00808389292949,3453969,Clearwater Medical,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32620,0,32620_0,6,46.40104917420072,-117.00645609917582,3453989,19th Ave (East),Asotin County PTBA,,,,,,NO,NO,NO,YES,,,,
32620,0,32620_0,7,46.40061,-116.9934,3450022,Nez Perce Plaza,Asotin County PTBA,,,,,,NO,NO,NO,YES,,,,
32620,0,32620_0,8,46.39162,-116.98866,3450021,Rock N' Roll Realty,Asotin County PTBA,,,,,,NO,NO,NO,YES,,,,
32620,0,32620_0,9,46.384014,-116.982122,3450013,Chevron,Asotin County PTBA,,,,,,NO,NO,NO,YES,,,,
32620,0,32620_0,10,46.3814465708898,-116.97748583526297,3453941,Rosauers,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32620,0,32620_0,11,46.37699652372616,-116.97110752505104,3453984,A & B Foods,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32620,0,32620_0,12,46.37299882443838,-116.96004179047583,3453983,A1 Market,Asotin County PTBA,,,,,,NO,NO,NO,NO,,,,
32620,0,32620_0,13,46.37685,-116.96459,3450020,Nez Perce County Fairgrounds,Asotin County PTBA,,,,,,NO,NO,NO,YES,,,,
